order_id,order_date,region,sales_rep,product,category,unit_price,quantity,discount_pct,gross_sales,discount_amount,net_sales,customer_segment,payment_mode
ORD100868,2024-04-23,South,Priya Nair,Laptop Sleeve,Accessories,899,1,0.0,899,0.0,899.0,Corporate,UPI
ORD100278,2024-04-23,East,Sneha Roy,Standing Desk,Furniture,12999,3,0.0,38997,0.0,38997.0,Online,UPI
ORD103192,2024-04-24,East,Sneha Roy,Laptop Sleeve,Accessories,899,6,5.0,5394,269.7,5124.3,Corporate,UPI
ORD100816,2024-04-24,East,Karan Malhotra,Yoga Mat,Fitness,899,1,0.0,899,0.0,899.0,Online,UPI
ORD100356,2024-04-24,North,Isha Verma,Bluetooth Speaker,Electronics,1899,3,0.0,5697,0.0,5697.0,Retail,UPI
ORD102889,2024-04-24,North,Aarav Shah,Whiteboard,Stationery,1499,1,0.0,1499,0.0,1499.0,Corporate,Credit Card
ORD100701,2024-04-24,North,Aarav Shah,Whiteboard,Stationery,1499,1,0.0,1499,0.0,1499.0,Corporate,UPI
ORD102346,2024-04-24,West,Vikram Singh,Notebook Set,Stationery,249,6,0.0,1494,0.0,1494.0,Online,Net Banking
ORD104828,2024-04-24,Central,Devika Rao,Water Bottle,Fitness,349,3,10.0,1047,104.7,942.3,Corporate,UPI
ORD104980,2024-04-24,North,Isha Verma,USB-C Hub,Electronics,1299,2,5.0,2598,129.9,2468.1,Retail,Debit Card
ORD104176,2024-04-24,North,Aarav Shah,Wireless Mouse,Electronics,699,7,0.0,4893,0.0,4893.0,Retail,UPI
ORD104420,2024-04-24,South,Priya Nair,Whiteboard,Stationery,1499,4,5.0,5996,299.8,5696.2,Corporate,Net Banking
ORD103852,2024-04-25,East,Sneha Roy,Desk Lamp,Furniture,1099,4,,4396,0.0,4396.0,Online,Credit Card
ORD103827,2024-04-25,North,Isha Verma,Dumbbell Set,Fitness,3499,6,0.0,20994,0.0,20994.0,Retail,Debit Card
ORD105900,2024-04-25,North,Isha Verma,Yoga Mat,Fitness,899,7,5.0,6293,314.65,5978.35,Online,UPI
ORD105758,2024-04-25,North,Aarav Shah,Yoga Mat,Fitness,899,6,0.0,5394,0.0,5394.0,Online,Credit Card
ORD104540,2024-04-25,West,Ananya Iyer,Laptop Sleeve,Accessories,899,1,5.0,899,44.95,854.05,Online,UPI
ORD102217,2024-04-25,North,Aarav Shah,Notebook Set,Stationery,249,3,10.0,747,74.7,672.3,Retail,UPI
ORD104333,2024-04-25,East,Sneha Roy,Notebook Set,Stationery,249,3,0.0,747,0.0,747.0,Retail,Debit Card
ORD100050,2024-04-26,Central,Arjun Kapoor,Standing Desk,Furniture,12999,1,15.0,12999,1949.85,11049.15,Retail,Net Banking
ORD100214,2024-04-26,South,Priya Nair,Laptop Sleeve,Accessories,899,2,0.0,1798,0.0,1798.0,Retail,UPI
ORD103629,2024-04-26,North,Isha Verma,Fountain Pen,Stationery,399,6,0.0,2394,0.0,2394.0,Retail,Cash
ORD102384,2024-04-26,West,Ananya Iyer,Bluetooth Speaker,Electronics,1899,3,0.0,5697,0.0,5697.0,Retail,UPI
ORD101202,2024-04-26,South,Priya Nair,Notebook Set,Stationery,249,2,0.0,498,0.0,498.0,Online,Debit Card
ORD104702,2024-04-26,Central,Devika Rao,Standing Desk,Furniture,12999,4,0.0,51996,0.0,51996.0,Retail,Credit Card
ORD103110,2024-04-26,South,Rohan Mehta,Laptop Sleeve,Accessories,899,4,0.0,3596,0.0,3596.0,Corporate,UPI
ORD104461,2024-04-26,South,Rohan Mehta,Notebook Set,Stationery,249,8,0.0,1992,0.0,1992.0,Retail,Net Banking
ORD101277,2024-04-26,West,Ananya Iyer,Yoga Mat,Fitness,899,2,0.0,1798,0.0,1798.0,Online,Credit Card
ORD101264,2024-04-26,Central,Arjun Kapoor,Wireless Mouse,Electronics,699,2,0.0,1398,0.0,1398.0,Retail,UPI
ORD100034,2024-04-26,West,Vikram Singh,Backpack,Accessories,1799,2,15.0,3598,539.7,3058.3,Retail,UPI
ORD102654,2024-04-27,South,Rohan Mehta,Office Chair,Furniture,6499,1,0.0,6499,0.0,6499.0,Online,Credit Card
ORD105579,2024-04-27,North,Isha Verma,Dumbbell Set,Fitness,3499,1,0.0,3499,0.0,3499.0,Retail,Debit Card
ORD102791,2024-04-27,North,Isha Verma,Bluetooth Speaker,Electronics,1899,3,0.0,5697,0.0,5697.0,Retail,UPI
ORD100082,2024-04-27,South,Priya Nair,Standing Desk,Furniture,12999,4,0.0,51996,0.0,51996.0,Online,UPI
ORD102806,2024-04-27,West,Ananya Iyer,Standing Desk,Furniture,12999,1,0.0,12999,0.0,12999.0,Retail,Debit Card
ORD100169,2024-04-27,East,Sneha Roy,Office Chair,Furniture,6499,4,15.0,25996,3899.4,22096.6,Online,Credit Card
ORD100035,2024-04-27,West,Ananya Iyer,Whiteboard,Stationery,1499,7,0.0,10493,0.0,10493.0,Retail,UPI
ORD103388,2024-04-27,East,Karan Malhotra,Notebook Set,Stationery,249,4,15.0,996,149.4,846.6,Retail,UPI
ORD103715,2024-04-27,West,Ananya Iyer,Standing Desk,Furniture,12999,1,0.0,12999,0.0,12999.0,Retail,Credit Card
ORD100059,2024-04-27,North,Isha Verma,USB-C Hub,Electronics,1299,6,0.0,7794,0.0,7794.0,Online,Debit Card
ORD100689,2024-04-27,East,Karan Malhotra,Water Bottle,Fitness,349,4,0.0,1396,0.0,1396.0,Retail,UPI
ORD104501,2024-04-28,South,Priya Nair,Bluetooth Speaker,Electronics,1899,3,0.0,5697,0.0,5697.0,Retail,UPI
ORD104061,2024-04-28,East,Karan Malhotra,Water Bottle,Fitness,349,3,10.0,1047,104.7,942.3,Corporate,Net Banking
ORD103749,2024-04-28,East,Sneha Roy,Notebook Set,Stationery,249,2,0.0,498,0.0,498.0,Corporate,Credit Card
ORD102314,2024-04-28,East,Sneha Roy,Office Chair,Furniture,6499,4,0.0,25996,0.0,25996.0,Retail,Cash
ORD102609,2024-04-28,East,Sneha Roy,Office Chair,Furniture,6499,4,10.0,25996,2599.6,23396.4,Corporate,Cash
ORD102530,2024-04-28,Central,Arjun Kapoor,USB-C Hub,Electronics,1299,2,0.0,2598,0.0,2598.0,Corporate,Debit Card
ORD100121,2024-04-29,Central,Devika Rao,Water Bottle,Fitness,349,2,10.0,698,69.8,628.2,Retail,UPI
ORD102269,2024-04-29,South,Rohan Mehta,Office Chair,Furniture,6499,1,0.0,6499,0.0,6499.0,Online,Net Banking
ORD103885,2024-04-29,East,Karan Malhotra,Office Chair,Furniture,6499,6,0.0,38994,0.0,38994.0,Retail,Debit Card
ORD102760,2024-04-29,North,Isha Verma,Notebook Set,Stationery,249,1,0.0,249,0.0,249.0,Online,Net Banking
ORD100373,2024-04-29,North,Isha Verma,Backpack,Accessories,1799,3,5.0,5397,269.85,5127.15,Retail,Debit Card
ORD104732,2024-04-29,East,Karan Malhotra,Office Chair,Furniture,6499,2,5.0,12998,649.9,12348.1,Corporate,UPI
ORD104891,2024-04-29,West,Vikram Singh,Dumbbell Set,Fitness,3499,4,20.0,13996,2799.2,11196.8,Corporate,Credit Card
ORD100194,2024-04-29,Central,Devika Rao,Whiteboard,Stationery,1499,4,15.0,5996,899.4,5096.6,Corporate,Debit Card
ORD103426,2024-04-29,East,Sneha Roy,Water Bottle,Fitness,349,1,5.0,349,17.45,331.55,Retail,UPI
ORD103564,2024-04-29,South,Rohan Mehta,Backpack,Accessories,1799,6,0.0,10794,0.0,10794.0,Retail,UPI
ORD102491,2024-04-30,South,Rohan Mehta,Standing Desk,Furniture,12999,1,5.0,12999,649.95,12349.05,Retail,Credit Card
ORD101809,2024-04-30,South,Rohan Mehta,Mechanical Keyboard,Electronics,2499,3,20.0,7497,1499.4,5997.6,Retail,Net Banking
ORD102453,2024-04-30,West,Vikram Singh,USB-C Hub,Electronics,1299,3,0.0,3897,0.0,3897.0,Retail,Net Banking
ORD103249,2024-04-30,North,Isha Verma,Desk Lamp,Furniture,1099,2,0.0,2198,0.0,2198.0,Retail,UPI
ORD104911,2024-04-30,North,Isha Verma,Standing Desk,Furniture,12999,8,10.0,103992,10399.2,93592.8,Corporate,UPI
ORD104640,2024-04-30,North,Isha Verma,Dumbbell Set,Fitness,3499,9,0.0,31491,0.0,31491.0,Online,Cash
ORD101110,2024-04-30,North,Aarav Shah,USB-C Hub,Electronics,1299,2,10.0,2598,259.8,2338.2,Online,Cash
ORD100483,2024-05-01,South,Priya Nair,Bluetooth Speaker,Electronics,1899,1,0.0,1899,0.0,1899.0,Corporate,Credit Card
ORD100204,2024-05-01,West,Vikram Singh,Backpack,Accessories,1799,4,20.0,7196,1439.2,5756.8,Corporate,Credit Card
ORD103788,2024-05-01,East,Karan Malhotra,Fountain Pen,Stationery,399,1,5.0,399,19.95,379.05,Retail,UPI
ORD105116,2024-05-01,West,Ananya Iyer,Bluetooth Speaker,Electronics,1899,4,0.0,7596,0.0,7596.0,Corporate,Credit Card
ORD104884,2024-05-01,East,Karan Malhotra,Yoga Mat,Fitness,899,1,0.0,899,0.0,899.0,Online,Credit Card
ORD102857,2024-05-01,North,Isha Verma,Fountain Pen,Stationery,399,5,5.0,1995,99.75,1895.25,Retail,Credit Card
ORD103386,2024-05-01,Central,Devika Rao,Wireless Mouse,Electronics,699,7,0.0,4893,0.0,4893.0,Retail,Net Banking
ORD105559,2024-05-01,East,Sneha Roy,Yoga Mat,Fitness,899,3,0.0,2697,0.0,2697.0,Online,Net Banking
ORD104697,2024-05-02,North,Isha Verma,Bluetooth Speaker,Electronics,1899,4,15.0,7596,1139.4,6456.6,Retail,Credit Card
ORD100554,2024-05-02,East,Karan Malhotra,Standing Desk,Furniture,12999,4,0.0,51996,0.0,51996.0,Online,Net Banking
ORD104229,2024-05-02,North,Isha Verma,Desk Lamp,Furniture,1099,3,0.0,3297,0.0,3297.0,Retail,Debit Card
ORD105285,2024-05-02,Central,Arjun Kapoor,Notebook Set,Stationery,249,3,15.0,747,112.05,634.95,Online,UPI
ORD101513,2024-05-02,South,Priya Nair,Fountain Pen,Stationery,399,4,10.0,1596,159.6,1436.4,Online,UPI
ORD105807,2024-05-02,West,Ananya Iyer,USB-C Hub,Electronics,1299,2,15.0,2598,389.7,2208.3,Corporate,UPI
ORD103723,2024-05-03,East,Sneha Roy,USB-C Hub,Electronics,1299,2,10.0,2598,259.8,2338.2,Online,Cash
ORD104161,2024-05-03,South,Rohan Mehta,Standing Desk,Furniture,12999,2,10.0,25998,2599.8,23398.2,Corporate,UPI
ORD104309,2024-05-03,South,Rohan Mehta,Water Bottle,Fitness,349,2,15.0,698,104.7,593.3,Corporate,Credit Card
ORD103229,2024-05-03,South,Priya Nair,Yoga Mat,Fitness,899,2,0.0,1798,0.0,1798.0,Online,Debit Card
ORD102322,2024-05-03,Central,Devika Rao,Notebook Set,Stationery,249,2,0.0,498,0.0,498.0,Online,Net Banking
ORD103628,2024-05-03,East,Karan Malhotra,Dumbbell Set,Fitness,3499,1,0.0,3499,0.0,3499.0,Retail,Net Banking
ORD104974,2024-05-04,North,Aarav Shah,Bluetooth Speaker,Electronics,1899,3,0.0,5697,0.0,5697.0,Retail,Debit Card
ORD101454,2024-05-04,South,Rohan Mehta,Yoga Mat,Fitness,899,2,0.0,1798,0.0,1798.0,Retail,Cash
ORD104083,2024-05-04,North,Aarav Shah,Bluetooth Speaker,Electronics,1899,1,5.0,1899,94.95,1804.05,Online,UPI
ORD102737,2024-05-04,Central,Arjun Kapoor,Standing Desk,Furniture,12999,3,0.0,38997,0.0,38997.0,Corporate,UPI
ORD102565,2024-05-05,South,Rohan Mehta,Whiteboard,Stationery,1499,4,15.0,5996,899.4,5096.6,Retail,UPI
ORD105687,2024-05-05,South,Priya Nair,Mechanical Keyboard,Electronics,2499,5,0.0,12495,0.0,12495.0,Retail,Net Banking
ORD104421,2024-05-05,South,Rohan Mehta,USB-C Hub,Electronics,1299,2,15.0,2598,389.7,2208.3,Online,Net Banking
ORD104527,2024-05-05,South,Rohan Mehta,USB-C Hub,Electronics,1299,4,0.0,5196,0.0,5196.0,Corporate,Credit Card
ORD102756,2024-05-05,Central,Devika Rao,Laptop Sleeve,Accessories,899,5,0.0,4495,0.0,4495.0,Retail,UPI
ORD102458,2024-05-05,East,Karan Malhotra,Whiteboard,Stationery,1499,1,10.0,1499,149.9,1349.1,Online,UPI
ORD101672,2024-05-05,West,Ananya Iyer,Notebook Set,Stationery,249,4,0.0,996,0.0,996.0,Corporate,Debit Card
ORD105587,2024-05-05,North,Aarav Shah,Office Chair,Furniture,6499,1,5.0,6499,324.95,6174.05,Corporate,UPI
ORD100062,2024-05-05,South,Rohan Mehta,Yoga Mat,Fitness,899,4,0.0,3596,0.0,3596.0,Corporate,Credit Card
ORD101368,2024-05-05,East,Karan Malhotra,Office Chair,Furniture,6499,2,20.0,12998,2599.6,10398.4,Retail,Cash
ORD105405,2024-05-05,Central,Devika Rao,Desk Lamp,Furniture,1099,1,5.0,1099,54.95,1044.05,Retail,Credit Card
ORD101588,2024-05-05,West,Ananya Iyer,Wireless Mouse,Electronics,699,5,10.0,3495,349.5,3145.5,Online,Net Banking
ORD104955,2024-05-05,East,Karan Malhotra,Dumbbell Set,Fitness,3499,4,5.0,13996,699.8,13296.2,Corporate,Cash
ORD101374,2024-05-06,West,Ananya Iyer,Whiteboard,Stationery,1499,3,10.0,4497,449.7,4047.3,Online,Net Banking
ORD104188,2024-05-06,Central,Arjun Kapoor,Notebook Set,Stationery,249,1,0.0,249,0.0,249.0,Corporate,UPI
ORD102401,2024-05-06,West,Vikram Singh,Water Bottle,Fitness,349,2,0.0,698,0.0,698.0,Retail,Credit Card
ORD104494,2024-05-07,West,Vikram Singh,Whiteboard,Stationery,1499,3,0.0,4497,0.0,4497.0,Retail,UPI
ORD102513,2024-05-07,East,Karan Malhotra,Bluetooth Speaker,Electronics,1899,3,0.0,5697,0.0,5697.0,Online,UPI
ORD100722,2024-05-07,North,Isha Verma,Backpack,Accessories,1799,4,15.0,7196,1079.4,6116.6,Corporate,Cash
ORD104637,2024-05-07,South,Priya Nair,Whiteboard,Stationery,1499,3,5.0,4497,224.85,4272.15,Online,UPI
ORD100766,2024-05-07,Central,Devika Rao,Mechanical Keyboard,Electronics,2499,1,0.0,2499,0.0,2499.0,Corporate,UPI
ORD101592,2024-05-07,Central,Arjun Kapoor,Bluetooth Speaker,Electronics,1899,1,20.0,1899,379.8,1519.2,Online,Cash
ORD102910,2024-05-07,Central,Devika Rao,Notebook Set,Stationery,249,4,0.0,996,0.0,996.0,Retail,Credit Card
ORD103606,2024-05-07,East,Sneha Roy,Wireless Mouse,Electronics,699,3,15.0,2097,314.55,1782.45,Retail,UPI
ORD102939,2024-05-07,West,Ananya Iyer,Whiteboard,Stationery,1499,1,10.0,1499,149.9,1349.1,Corporate,Net Banking
ORD104218,2024-05-07,South,Priya Nair,USB-C Hub,Electronics,1299,4,10.0,5196,519.6,4676.4,Corporate,Debit Card
ORD104797,2024-05-07,East,Karan Malhotra,Desk Lamp,Furniture,1099,4,0.0,4396,0.0,4396.0,Online,Cash
ORD100455,2024-05-07,East,Sneha Roy,Fountain Pen,Stationery,399,2,0.0,798,0.0,798.0,Corporate,Cash
ORD105092,2024-05-07,South,Priya Nair,Bluetooth Speaker,Electronics,1899,1,0.0,1899,0.0,1899.0,Corporate,UPI
ORD101499,2024-05-07,North,Isha Verma,USB-C Hub,Electronics,1299,2,5.0,2598,129.9,2468.1,Corporate,Debit Card
ORD104581,2024-05-08,North,Isha Verma,Notebook Set,Stationery,249,7,20.0,1743,348.6,1394.4,Corporate,UPI
ORD101353,2024-05-08,West,Vikram Singh,Water Bottle,Fitness,349,4,15.0,1396,209.4,1186.6,Corporate,UPI
ORD102574,2024-05-08,West,Vikram Singh,USB-C Hub,Electronics,1299,5,15.0,6495,974.25,5520.75,Online,Credit Card
ORD103698,2024-05-08,West,Ananya Iyer,Fountain Pen,Stationery,399,4,0.0,1596,0.0,1596.0,Retail,Cash
ORD102929,2024-05-08,East,Sneha Roy,Water Bottle,Fitness,349,3,0.0,1047,0.0,1047.0,Retail,UPI
ORD103975,2024-05-08,North,Isha Verma,Dumbbell Set,Fitness,3499,3,0.0,10497,0.0,10497.0,Retail,Debit Card
ORD103423,2024-05-08,South,Priya Nair,Mechanical Keyboard,Electronics,2499,3,5.0,7497,374.85,7122.15,Corporate,Net Banking
ORD102285,2024-05-08,North,Aarav Shah,Fountain Pen,Stationery,399,2,0.0,798,0.0,798.0,Retail,Credit Card
ORD105062,2024-05-09,West,Vikram Singh,Backpack,Accessories,1799,3,0.0,5397,0.0,5397.0,Retail,UPI
ORD104908,2024-05-09,North,Isha Verma,Notebook Set,Stationery,249,1,10.0,249,24.9,224.1,Online,Debit Card
ORD103777,2024-05-09,West,Ananya Iyer,Yoga Mat,Fitness,899,2,0.0,1798,0.0,1798.0,Retail,Credit Card
ORD101561,2024-05-09,East,Karan Malhotra,Laptop Sleeve,Accessories,899,1,10.0,899,89.9,809.1,Retail,UPI
ORD100644,2024-05-09,East,Karan Malhotra,Mechanical Keyboard,Electronics,2499,3,0.0,7497,0.0,7497.0,Corporate,UPI
ORD104807,2024-05-09,North,Isha Verma,Laptop Sleeve,Accessories,899,5,0.0,4495,0.0,4495.0,Corporate,Debit Card
ORD101774,2024-05-10,North,Aarav Shah,Bluetooth Speaker,Electronics,1899,4,0.0,7596,0.0,7596.0,Retail,Net Banking
ORD104067,2024-05-10,East,Sneha Roy,Bluetooth Speaker,Electronics,1899,8,5.0,15192,759.6,14432.4,Retail,Cash
ORD101748,2024-05-10,South,Priya Nair,Fountain Pen,Stationery,399,1,20.0,399,79.8,319.2,Retail,Debit Card
ORD101385,2024-05-10,East,Karan Malhotra,Water Bottle,Fitness,349,5,0.0,1745,0.0,1745.0,Online,Credit Card
ORD103184,2024-05-10,Central,Arjun Kapoor,Desk Lamp,Furniture,1099,1,10.0,1099,109.9,989.1,Corporate,UPI
ORD104653,2024-05-10,West,Ananya Iyer,Laptop Sleeve,Accessories,899,1,0.0,899,0.0,899.0,Retail,UPI
ORD102730,2024-05-11,East,Karan Malhotra,Wireless Mouse,Electronics,699,1,10.0,699,69.9,629.1,Corporate,Debit Card
ORD104134,2024-05-11,South,Priya Nair,Yoga Mat,Fitness,899,1,0.0,899,0.0,899.0,Retail,UPI
ORD101795,2024-05-11,South,Rohan Mehta,Mechanical Keyboard,Electronics,2499,3,0.0,7497,0.0,7497.0,Online,UPI
ORD104047,2024-05-11,East,Sneha Roy,Bluetooth Speaker,Electronics,1899,1,10.0,1899,189.9,1709.1,Corporate,UPI
ORD102143,2024-05-11,West,Ananya Iyer,Mechanical Keyboard,Electronics,2499,2,10.0,4998,499.8,4498.2,Retail,UPI
ORD104718,2024-05-11,East,Sneha Roy,Water Bottle,Fitness,349,4,0.0,1396,0.0,1396.0,Retail,UPI
ORD102940,2024-05-11,West,Vikram Singh,Notebook Set,Stationery,249,2,10.0,498,49.8,448.2,Retail,UPI
ORD104719,2024-05-11,Central,Arjun Kapoor,Desk Lamp,Furniture,1099,3,0.0,3297,0.0,3297.0,Retail,Cash
ORD102415,2024-05-11,West,Ananya Iyer,Notebook Set,Stationery,249,4,0.0,996,0.0,996.0,Corporate,Debit Card
ORD101052,2024-05-11,Central,Devika Rao,Wireless Mouse,Electronics,699,4,5.0,2796,139.8,2656.2,Retail,UPI
ORD105406,2024-05-11,Central,Arjun Kapoor,Bluetooth Speaker,Electronics,1899,3,0.0,5697,0.0,5697.0,Online,Credit Card
ORD105379,2024-05-12,North,Isha Verma,Office Chair,Furniture,6499,4,0.0,25996,0.0,25996.0,Online,Net Banking
ORD102209,2024-05-12,South,Priya Nair,Dumbbell Set,Fitness,3499,4,0.0,13996,0.0,13996.0,Online,Cash
ORD101734,2024-05-12,West,Ananya Iyer,Wireless Mouse,Electronics,699,2,0.0,1398,0.0,1398.0,Online,Net Banking
ORD104287,2024-05-12,South,Priya Nair,Standing Desk,Furniture,12999,3,0.0,38997,0.0,38997.0,Retail,Net Banking
ORD101800,2024-05-12,Central,Arjun Kapoor,USB-C Hub,Electronics,1299,2,10.0,2598,259.8,2338.2,Online,Credit Card
ORD101604,2024-05-12,East,Karan Malhotra,Desk Lamp,Furniture,1099,4,10.0,4396,439.6,3956.4,Retail,Credit Card
ORD100651,2024-05-12,North,Aarav Shah,Standing Desk,Furniture,12999,1,5.0,12999,649.95,12349.05,Retail,Cash
ORD104809,2024-05-12,West,Vikram Singh,Desk Lamp,Furniture,1099,5,10.0,5495,549.5,4945.5,Online,Credit Card
ORD103247,2024-05-13,Central,Arjun Kapoor,Dumbbell Set,Fitness,3499,3,0.0,10497,0.0,10497.0,Online,Credit Card
ORD105145,2024-05-13,East,Karan Malhotra,Dumbbell Set,Fitness,3499,1,0.0,3499,0.0,3499.0,Online,Net Banking
ORD101569,2024-05-13,North,Isha Verma,Bluetooth Speaker,Electronics,1899,3,0.0,5697,0.0,5697.0,Retail,Cash
ORD104099,2024-05-13,North,Aarav Shah,Standing Desk,Furniture,12999,1,0.0,12999,0.0,12999.0,Retail,Credit Card
ORD104767,2024-05-13,North,Aarav Shah,Backpack,Accessories,1799,1,0.0,1799,0.0,1799.0,Online,UPI
ORD100674,2024-05-13,South,Priya Nair,Notebook Set,Stationery,249,2,0.0,498,0.0,498.0,Corporate,UPI
ORD105985,2024-05-14,North,Aarav Shah,Dumbbell Set,Fitness,3499,3,0.0,10497,0.0,10497.0,Retail,Credit Card
ORD101528,2024-05-14,North,Aarav Shah,Water Bottle,Fitness,349,10,0.0,3490,0.0,3490.0,Retail,UPI
ORD103299,2024-05-14,North,Isha Verma,Wireless Mouse,Electronics,699,2,0.0,1398,0.0,1398.0,Corporate,Net Banking
ORD103196,2024-05-14,West,Vikram Singh,Notebook Set,Stationery,249,4,0.0,996,0.0,996.0,Corporate,Credit Card
ORD105946,2024-05-14,East,Karan Malhotra,Water Bottle,Fitness,349,1,0.0,349,0.0,349.0,Retail,UPI
ORD103271,2024-05-14,South,Rohan Mehta,Mechanical Keyboard,Electronics,2499,1,5.0,2499,124.95,2374.05,Retail,Cash
ORD101760,2024-05-15,South,Priya Nair,Fountain Pen,Stationery,399,1,0.0,399,0.0,399.0,Retail,UPI
ORD105306,2024-05-15,East,Karan Malhotra,Water Bottle,Fitness,349,2,0.0,698,0.0,698.0,Retail,UPI
ORD104496,2024-05-15,North,Isha Verma,Yoga Mat,Fitness,899,3,5.0,2697,134.85,2562.15,Retail,UPI
ORD105583,2024-05-15,South,Priya Nair,Water Bottle,Fitness,349,2,15.0,698,104.7,593.3,Retail,Credit Card
ORD102321,2024-05-15,West,Ananya Iyer,Desk Lamp,Furniture,1099,5,0.0,5495,0.0,5495.0,Corporate,UPI
ORD101559,2024-05-15,East,Karan Malhotra,Whiteboard,Stationery,1499,2,0.0,2998,0.0,2998.0,Corporate,Credit Card
ORD105074,2024-05-15,South,Rohan Mehta,Yoga Mat,Fitness,899,2,15.0,1798,269.7,1528.3,Retail,Credit Card
ORD104469,2024-05-16,South,Rohan Mehta,Desk Lamp,Furniture,1099,5,15.0,5495,824.25,4670.75,Online,Debit Card
ORD102339,2024-05-16,North,Isha Verma,Mechanical Keyboard,Electronics,2499,3,0.0,7497,0.0,7497.0,Online,Debit Card
ORD105796,2024-05-16,East,Sneha Roy,Whiteboard,Stationery,1499,3,5.0,4497,224.85,4272.15,Online,Credit Card
ORD101398,2024-05-16,South,Priya Nair,Laptop Sleeve,Accessories,899,2,5.0,1798,89.9,1708.1,Corporate,Debit Card
ORD102250,2024-05-16,South,Priya Nair,Yoga Mat,Fitness,899,3,0.0,2697,0.0,2697.0,Retail,UPI
ORD101479,2024-05-16,Central,Devika Rao,Desk Lamp,Furniture,1099,5,5.0,5495,274.75,5220.25,Retail,Credit Card
ORD100216,2024-05-16,East,Karan Malhotra,Fountain Pen,Stationery,399,2,0.0,798,0.0,798.0,Retail,Net Banking
ORD105605,2024-05-16,North,Isha Verma,Bluetooth Speaker,Electronics,1899,4,5.0,7596,379.8,7216.2,Online,UPI
ORD100924,2024-05-16,East,Sneha Roy,Backpack,Accessories,1799,1,0.0,1799,0.0,1799.0,Retail,UPI
ORD100290,2024-05-16,North,Isha Verma,Yoga Mat,Fitness,899,5,15.0,4495,674.25,3820.75,Retail,Debit Card
ORD101876,2024-05-17,West,Ananya Iyer,Mechanical Keyboard,Electronics,2499,1,0.0,2499,0.0,2499.0,Online,Debit Card
ORD101635,2024-05-17,South,Priya Nair,Fountain Pen,Stationery,399,1,0.0,399,0.0,399.0,Corporate,UPI
ORD101468,2024-05-17,North,Isha Verma,Standing Desk,Furniture,12999,4,0.0,51996,0.0,51996.0,Online,Net Banking
ORD101729,2024-05-17,Central,Arjun Kapoor,USB-C Hub,Electronics,1299,1,0.0,1299,0.0,1299.0,Corporate,UPI
ORD103069,2024-05-17,East,Karan Malhotra,USB-C Hub,Electronics,1299,1,10.0,1299,129.9,1169.1,Corporate,Debit Card
ORD100754,2024-05-17,Central,Devika Rao,Desk Lamp,Furniture,1099,5,0.0,5495,0.0,5495.0,Corporate,UPI
ORD103268,2024-05-18,North,Isha Verma,Desk Lamp,Furniture,1099,4,10.0,4396,439.6,3956.4,Corporate,Net Banking
ORD104324,2024-05-18,Central,Arjun Kapoor,Notebook Set,Stationery,249,3,0.0,747,0.0,747.0,Online,UPI
ORD103920,2024-05-18,South,Rohan Mehta,USB-C Hub,Electronics,1299,2,0.0,2598,0.0,2598.0,Corporate,UPI
ORD103633,2024-05-18,East,Sneha Roy,Yoga Mat,Fitness,899,1,15.0,899,134.85,764.15,Retail,UPI
ORD102197,2024-05-18,North,Isha Verma,Office Chair,Furniture,6499,2,5.0,12998,649.9,12348.1,Retail,Cash
ORD104838,2024-05-18,Central,Arjun Kapoor,Bluetooth Speaker,Electronics,1899,2,0.0,3798,0.0,3798.0,Online,Debit Card
ORD101581,2024-05-18,South,Priya Nair,Fountain Pen,Stationery,399,2,10.0,798,79.8,718.2,Retail,Credit Card
ORD102680,2024-05-18,South,Rohan Mehta,Wireless Mouse,Electronics,699,2,10.0,1398,139.8,1258.2,Retail,Credit Card
ORD105366,2024-05-18,North,Isha Verma,Standing Desk,Furniture,12999,2,0.0,25998,0.0,25998.0,Online,Credit Card
ORD102729,2024-05-19,East,Sneha Roy,Mechanical Keyboard,Electronics,2499,2,0.0,4998,0.0,4998.0,Corporate,Cash
ORD105438,2024-05-19,East,Karan Malhotra,Mechanical Keyboard,Electronics,2499,1,0.0,2499,0.0,2499.0,Corporate,Net Banking
ORD104443,2024-05-19,West,Vikram Singh,Laptop Sleeve,Accessories,899,5,0.0,4495,0.0,4495.0,Retail,Credit Card
ORD103603,2024-05-19,South,Priya Nair,Dumbbell Set,Fitness,3499,2,5.0,6998,349.9,6648.1,Online,Credit Card
ORD104000,2024-05-19,North,Isha Verma,Dumbbell Set,Fitness,3499,2,15.0,6998,1049.7,5948.3,Retail,UPI
ORD105118,2024-05-19,Central,Devika Rao,Desk Lamp,Furniture,1099,3,0.0,3297,0.0,3297.0,Retail,UPI
ORD100567,2024-05-19,North,Isha Verma,Notebook Set,Stationery,249,1,15.0,249,37.35,211.65,Corporate,Credit Card
ORD104150,2024-05-19,South,Priya Nair,Backpack,Accessories,1799,1,5.0,1799,89.95,1709.05,Retail,Net Banking
ORD104642,2024-05-20,North,Aarav Shah,Laptop Sleeve,Accessories,899,1,0.0,899,0.0,899.0,Online,Cash
ORD101638,2024-05-20,North,Isha Verma,Backpack,Accessories,1799,2,0.0,3598,0.0,3598.0,Corporate,Net Banking
ORD105945,2024-05-20,East,Sneha Roy,Backpack,Accessories,1799,8,20.0,14392,2878.4,11513.6,Retail,UPI
